Incident,Date Reported,Time Reported,Month Reported,Day of Week,Nature,Incident address,Area,Agency,Clearance Code desc
B17-09438,3/13/2017,23:11:32,March,Monday,DRUNK,N LINCOLN ST & E 6TH ST,LB102,BPD,NO REPORT
B17-09444,3/14/2017,1:12:06,March,Tuesday,NOISE,411 S PARKWAY DR; APT 1,LB402,BPD,NO REPORT
B17-09449,3/14/2017,3:16:36,March,Tuesday,VANDALISM IP,913 N WALNUT ST,LB519,BPD,NO REPORT
B17-09450,3/14/2017,3:17:29,March,Tuesday,NOISE,2036 N WALNUT ST; B33,LB212,BPD,NO REPORT
B17-09456,3/14/2017,8:40:31,March,Tuesday,DISTURBANCE IP,1800 N WALNUT ST; MOTEL 6,LB212,BPD,NO REPORT
B17-09488,3/14/2017,12:32:22,March,Tuesday,PANHANDLING,3233 W 3RD ST; BOB EVANS,LB403,BPD,NO REPORT
B17-09496,3/14/2017,13:46:26,March,Tuesday,DISTURBANCE IP,303 E KIRKWOOD AVE; FLR 1,LB102,BPD,NO REPORT
B17-09509,3/14/2017,16:00:58,March,Tuesday,DISTURBANCE IP,E 4TH ST & S DUNN ST,LB104,BPD,NO REPORT
B17-09548,3/14/2017,19:32:51,March,Tuesday,ALCOHOL RELATED,301 S WALNUT ST,LB104,BPD,NO REPORT
B17-09560,3/14/2017,20:20:04,March,Tuesday,DISTURBANCE IP,1201 S PAPER BIRCH CT,LB401,BPD,NO REPORT
B17-09584,3/14/2017,21:55:31,March,Tuesday,DISTURBANCE IP,908 S WASHINGTON ST; ARIEL APARTMENTS; APT 7,LB314,BPD,NO REPORT
B17-09588,3/14/2017,22:17:05,March,Tuesday,DISTURBANCE IP,1074 S SUGAR MAPLE PL,LB401,BPD,NO REPORT
B17-09607,3/15/2017,1:00:48,March,Wednesday,DISTURBANCE IP,618 E MOSS CREEK CT,LB326,BPD,NO REPORT
B17-09616,3/15/2017,6:08:01,March,Wednesday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; APT B129,LB336,BPD,NO REPORT
B17-09651,3/15/2017,17:23:05,March,Wednesday,VANDALISM IP,709 W 11TH ST,LB518,BPD,NO REPORT
B17-09654,3/15/2017,17:33:40,March,Wednesday,DISTURBANCE IP,1041 W 12TH ST,LB518,BPD,REPORT NEEDED
B17-09658,3/15/2017,17:58:33,March,Wednesday,VANDALISM IP,1209 W 12TH ST,LB517,BPD,NO REPORT
B17-09660,3/15/2017,18:02:21,March,Wednesday,VANDALISM NP,2136 S OAKDALE DR; BLDG U,LB417,BPD,REPORT NEEDED
B17-09679,3/15/2017,21:47:23,March,Wednesday,NOISE,S WASHINGTON ST & E WYLIE ST,LB301,BPD,NO REPORT
B17-09680,3/15/2017,21:42:14,March,Wednesday,NOISE,2623 E 2ND ST; COLLEGE MALL APARTMENTS 2; APT 11,LB304,BPD,NO REPORT
B17-09754,3/16/2017,13:51:52,March,Thursday,NOISE,921 W KIRKWOOD AVE; APT WEST,LB408,BPD,NO REPORT
B17-09755,3/16/2017,14:11:06,March,Thursday,VANDALISM IP,S MADISON ST & W 4TH ST,LB103,BPD,REPORT NEEDED
B17-09766,3/16/2017,15:16:52,March,Thursday,VANDALISM NP,222 W 2ND ST; MY SISTERS CLOSET,LB103,BPD,NO REPORT
B17-09768,3/16/2017,15:54:04,March,Thursday,DISTURBANCE IP,211 S KIMBLE DR; RED BRICK APTS,LB523,BPD,NO REPORT
B17-09775,3/16/2017,16:58:57,March,Thursday,DRUNK,111 S GRANT ST; TRINITY EPISCOPAL,LB104,BPD,NO REPORT
B17-09784,3/16/2017,17:48:31,March,Thursday,DISTURBANCE IP,S LINCOLN ST & E 3RD ST,LB104,BPD,NO REPORT
B17-09786,3/16/2017,18:01:34,March,Thursday,DISTURBANCE IP,1401 W KIRKWOOD AVE; KLEINDORFERS HARDWARE AND VARIETY STORE,LB521,BPD,NO REPORT
B17-09821,3/16/2017,20:51:17,March,Thursday,NOISE,1010 E 1ST ST,LB302,BPD,NO REPORT
B17-09833,3/16/2017,22:14:05,March,Thursday,NOISE,1890 S WALNUT ST; APT 16,LB421,BPD,NO REPORT
B17-09864,3/17/2017,3:50:08,March,Friday,DISTURBANCE IP,295 W 9TH ST; APT 2,LB101,BPD,REPORT NEEDED
B17-09865,3/17/2017,3:56:11,March,Friday,NOISE,1600 N WILLIS DR; LOT 224,LB513,BPD,NO REPORT
B17-09898,3/17/2017,13:04:58,March,Friday,VANDALISM NP,1407 W 8TH ST,LB521,BPD,REPORT NEEDED
B17-09907,3/17/2017,15:28:28,March,Friday,DISTURBANCE IP,1305 W 13TH ST,LB517,BPD,NO REPORT
B17-09914,3/17/2017,16:02:46,March,Friday,DRUNK,301 S WALNUT ST,LB104,BPD,NO REPORT
B17-09915,3/17/2017,16:08:16,March,Friday,VANDALISM IP,2304 S BRANDON CT,LB326,BPD,NO REPORT
B17-09918,3/17/2017,16:40:46,March,Friday,VANDALISM NP,202 E 6TH ST; MONROE COUNTY HISTORY CENTER,LB102,BPD,NO REPORT
B17-09927,3/17/2017,18:08:34,March,Friday,DRUNK,620 S ANITA ST,LB303,BPD,REPORT NEEDED
B17-09936,3/17/2017,20:09:52,March,Friday,DISTURBANCE IP,N DUNN ST & E 6TH ST,LB102,BPD,NO REPORT
B17-09948,3/17/2017,23:06:17,March,Friday,VANDALISM NP,1204 W GREEN TREE LN,LB413,BPD,REPORT NEEDED
B17-09950,3/17/2017,23:12:51,March,Friday,DRUNK,501 E KIRKWOOD AVE; PEOPLES PARK,LB102,BPD,NO REPORT
B17-09952,3/17/2017,23:41:52,March,Friday,NOISE,1312 S WASHINGTON ST,LB314,BPD,NO REPORT
B17-09971,3/18/2017,2:32:03,March,Saturday,DISTURBANCE IP,528 S COLLEGE AVE; KROGER SEMINARY SQUARE,LB410,BPD,NO REPORT
B17-09976,3/18/2017,3:20:49,March,Saturday,NOISE,ACADIA CT,,BPD,NO REPORT
B17-09988,3/18/2017,9:41:43,March,Saturday,DISTURBANCE IP,658 E SHERWOOD HILLS DR,LB329,BPD,NO REPORT
B17-09995,3/18/2017,11:00:34,March,Saturday,DISTURBANCE IP,1004 W COUNTRY CLUB DR ; APT 13,LB423,BPD,NO REPORT
B17-10001,3/18/2017,13:03:45,March,Saturday,DISTURBANCE IP,4145 W GIFFORD RD,LMS29,BPD,REPORT NEEDED
B17-10007,3/18/2017,13:36:41,March,Saturday,DRUNK,528 S COLLEGE AVE; KROGER SEMINARY SQUARE,LB410,BPD,NO REPORT
B17-10014,3/18/2017,15:18:05,March,Saturday,DISTURBANCE IP,1350 W BLOOMFIELD RD  STE 1; BUFFALO WILD WINGS,LB406,BPD,NO REPORT
B17-10024,3/18/2017,16:31:42,March,Saturday,VANDALISM NP,2010 N MONROE ST,LB513,BPD,NO REPORT
B17-10027,3/18/2017,17:11:52,March,Saturday,DRUNK,412 E 6TH ST; RUNCIBLE SPOON,LB102,BPD,REPORT NEEDED
B17-10050,3/18/2017,20:47:25,March,Saturday,DRUNK,528 S COLLEGE AVE; KROGER SEMINARY SQUARE,LB410,BPD,NO REPORT
B17-10054,3/18/2017,21:45:18,March,Saturday,DRUNK,N GRANT ST & E 7TH ST,LB102,BPD,NO REPORT
B17-10059,3/18/2017,22:30:14,March,Saturday,DISTURBANCE IP,116 S FRANKLIN RD; GOLDEN CORRAL,LB523,BPD,NO REPORT
B17-10067,3/18/2017,22:51:49,March,Saturday,NOISE,800 N SMITH RD; MEADOWPARK OFFICE,LB218,BPD,NO REPORT
B17-10080,3/18/2017,23:21:53,March,Saturday,NOISE,N JACKSON ST & W 12TH ST,LB518,BPD,NO REPORT
B17-10100,3/19/2017,1:06:22,March,Sunday,NOISE,646 N WOODBRIDGE DR,LB216,BPD,NO REPORT
B17-10106,3/19/2017,2:40:21,March,Sunday,DRUNK,215 N WALNUT ST; BROTHERS BAR AND GRILL,LB101,BPD,REPORT NEEDED
B17-10107,3/19/2017,2:46:31,March,Sunday,NOISE,424 S WALNUT ST; PLAYERS PUB,LB103,BPD,NO REPORT
B17-10111,3/19/2017,3:23:37,March,Sunday,NOISE,1704 N WASHINGTON ST,LB212,BPD,NO REPORT
B17-10112,3/19/2017,4:23:13,March,Sunday,DRUNK,527 N WALNUT ST; DOMINOS PIZZA NORTH,LB101,BPD,NO REPORT
B17-10118,3/19/2017,9:14:16,March,Sunday,VANDALISM NP,215 E 6TH ST,LB102,BPD,NO REPORT
B17-10125,3/19/2017,11:29:48,March,Sunday,DISTURBANCE IP,322 E KIRKWOOD AVE  STE 101; SOMA COFFEE HOUSE AND JUICE BAR,LB104,BPD,NO REPORT
B17-10127,3/19/2017,10:49:08,March,Sunday,VANDALISM NP,2368 S WINSLOW CT,LB326,BPD,REPORT NEEDED
B17-10162,3/19/2017,17:06:42,March,Sunday,NOISE,420 E 19TH ST; APT 6,LB212,BPD,NO REPORT
B17-10166,3/19/2017,17:36:47,March,Sunday,NOISE,N PARK RIDGE RD & E MORNINGSIDE DR,LB219,BPD,NO REPORT
B17-10173,3/19/2017,18:58:23,March,Sunday,VANDALISM NP,N FAIRVIEW ST & W 12TH ST,LB518,BPD,NO REPORT
B17-10184,3/19/2017,20:08:45,March,Sunday,DISTURBANCE IP,3215 S MARKET PL; APT F1 & F2,LB428,BPD,NO REPORT
B17-10185,3/19/2017,20:13:55,March,Sunday,DISTURBANCE IP,1450 N WILLIS DR; APT 5,LB513,BPD,NO REPORT
B17-10192,3/19/2017,19:57:13,March,Sunday,NOISE,S MITCHELL ST & E HUNTER AVE,LB303,BPD,NO REPORT
B17-10200,3/19/2017,22:18:35,March,Sunday,NOISE,630 N MORTON ST,LB519,BPD,NO REPORT
B17-10226,3/20/2017,5:52:40,March,Monday,DRUNK,W BLOOMFIELD RD & S OAKDALE DR,LB417,BPD,NO REPORT
B17-10256,3/20/2017,12:55:03,March,Monday,DISTURBANCE IP,722 W 17TH ST,LB513,BPD,REPORT NEEDED
B17-10326,3/20/2017,19:02:00,March,Monday,DRUNK,303 E KIRKWOOD AVE,LB102,BPD,NO REPORT
B17-10346,3/20/2017,21:06:43,March,Monday,DISTURBANCE IP,703 W GOURLEY PIKE; APT 75,LB513,BPD,NO REPORT
B17-10350,3/20/2017,21:25:29,March,Monday,DISTURBANCE IP,3811 E COBBLE CREEK DR,LB309,BPD,NO REPORT
B17-10363,3/20/2017,23:22:31,March,Monday,NOISE,1350 N ARLINGTON PARK DR; APT 301,LB514,BPD,NO REPORT
B17-10369,3/21/2017,0:21:01,March,Tuesday,NOISE,701 N COLLEGE AVE; STATION 11 APARTMENTS  TOP FLOOR,LB519,BPD,NO REPORT
B17-10372,3/21/2017,1:23:02,March,Tuesday,DISTURBANCE IP,205 E KIRKWOOD AVE; FIRST CHRISTIAN CHURCH,LB102,BPD,REPORT NEEDED
B17-10390,3/21/2017,8:08:48,March,Tuesday,DISTURBANCE IP,1600 N WILLIS DR;  LOT 116,LB513,BPD,NO REPORT
B17-10417,3/21/2017,11:56:05,March,Tuesday,DISTURBANCE IP,1705 E DEVON LN,LB312,BPD,NO REPORT
B17-10424,3/21/2017,12:15:56,March,Tuesday,DRUNK,412 E WYLIE ST,LB301,BPD,NO REPORT
B17-10428,3/21/2017,12:49:26,March,Tuesday,VANDALISM NP,2980 W WHITEHALL CROSSING BLVD; MOTHER BEARS PIZZA WEST,LB515,BPD,REPORT NEEDED
B17-10429,3/21/2017,13:40:55,March,Tuesday,DRUNK,1713 N COLLEGE AVE; SOL SPA TANNING,LB512,BPD,NO REPORT
B17-10440,3/21/2017,14:36:31,March,Tuesday,DISTURBANCE IP,3292 E BRAESIDE DR,LB221,BPD,NO REPORT
B17-10441,3/21/2017,14:54:30,March,Tuesday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; APT B124,LB336,BPD,NO REPORT
B17-10454,3/21/2017,16:02:16,March,Tuesday,DRUNK,1890 S WALNUT ST; APT 7,LB421,BPD,NO REPORT
B17-10455,3/21/2017,15:56:48,March,Tuesday,PANHANDLING,2476 S WALNUT ST,LB422,BPD,NO REPORT
B17-10458,3/21/2017,16:34:37,March,Tuesday,DRUNK,416 E 2ND ST; APT 3,LB301,BPD,REPORT NEEDED
B17-10460,3/21/2017,16:46:21,March,Tuesday,DRUNK,914 S HENDERSON ST,LB314,BPD,NO REPORT
B17-10466,3/21/2017,17:09:36,March,Tuesday,DRUNK,1001 S HENDERSON ST; BRYAN PARK; BRYAN PARK PLAYGROUND,LB313,BPD,REPORT NEEDED
B17-10473,3/21/2017,17:51:06,March,Tuesday,DISTURBANCE IP,703 W GOURLEY PIKE; APT 179,LB513,BPD,NO REPORT
B17-10481,3/21/2017,18:36:20,March,Tuesday,DISTURBANCE IP,424 S WALNUT ST; PLAYERS PUB,LB103,BPD,NO REPORT
B17-10490,3/21/2017,19:36:59,March,Tuesday,DISTURBANCE IP,301 S WALNUT ST,LB104,BPD,REPORT NEEDED
B17-10525,3/21/2017,23:11:53,March,Tuesday,NOISE,108 W 6TH ST; LOFT AT 106; KING DOUGH,LB101,BPD,NO REPORT
B17-10527,3/21/2017,23:06:55,March,Tuesday,NOISE,1150 S CLARIZZ BLVD; APT B205,LB310,BPD,NO REPORT
B17-10529,3/22/2017,2:08:03,March,Wednesday,DISTURBANCE IP,1890 S WALNUT ST; APT 15,LB421,BPD,NO REPORT
B17-10534,3/22/2017,2:28:19,March,Wednesday,NOISE,300 N LINCOLN ST,LB102,BPD,NO REPORT
B17-10535,3/22/2017,2:57:24,March,Wednesday,NOISE,120 S KINGSTON DR; BLDG B19,LB221,BPD,NO REPORT
B17-10549,3/22/2017,9:57:53,March,Wednesday,VANDALISM NP,300 W HILLSIDE DR; BLOOMINGTON CROSS FIT,LB412,BPD,REPORT NEEDED
B17-10561,3/22/2017,11:21:43,March,Wednesday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; APT A39,LB336,BPD,NO REPORT
B17-10619,3/22/2017,17:33:10,March,Wednesday,DISTURBANCE IP,907 N ILLINOIS ST,LB517,BPD,NO REPORT
B17-10621,3/22/2017,16:30:09,March,Wednesday,DISTURBANCE NP,S MORTON ST & W 1ST ST,LB409,BPD,NO REPORT
B17-10632,3/22/2017,18:07:21,March,Wednesday,DRUNK,LONGVIEW & LEXINGTON,LB220,BPD,NO REPORT
B17-10672,3/23/2017,0:24:05,March,Thursday,NOISE,2036 N WALNUT ST,LB212,BPD,NO REPORT
B17-10677,3/23/2017,4:27:16,March,Thursday,NOISE,503 S MULLER PKWY; APT 302,LB404,BPD,NO REPORT
B17-10699,3/23/2017,12:51:32,March,Thursday,DISTURBANCE IP,507 S MULLER PKWY; APT 702,LB404,BPD,REPORT NEEDED
B17-10707,3/23/2017,13:28:18,March,Thursday,VANDALISM NP,111 W HILLSIDE DR,LB421,BPD,REPORT NEEDED
B17-10708,3/23/2017,13:43:09,March,Thursday,PANHANDLING,2813 E 3RD ST; STAPLES,LB221,BPD,NO REPORT
B17-10728,3/23/2017,15:20:07,March,Thursday,DISTURBANCE IP,1326 N WOODBURN AVE,LB519,BPD,NO REPORT
B17-10739,3/23/2017,16:24:00,March,Thursday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; A26,LB336,BPD,NO REPORT
B17-10742,3/23/2017,16:46:26,March,Thursday,DISTURBANCE IP,1722 N WALNUT ST; AMERICAS BEST VALUE INN,LB212,BPD,NO REPORT
B17-10757,3/23/2017,19:19:57,March,Thursday,DISTURBANCE IP,301 S WALNUT ST,LB104,BPD,NO REPORT
B17-10781,3/23/2017,22:01:19,March,Thursday,DISTURBANCE IP,205 E KIRKWOOD AVE; FIRST CHRISTIAN CHURCH,LB102,BPD,NO REPORT
B17-10787,3/23/2017,22:25:33,March,Thursday,NOISE,W 11TH ST & N ADAMS ST,LB517,BPD,NO REPORT
B17-10795,3/23/2017,22:39:03,March,Thursday,NOISE,430 S DUNN ST,LB104,BPD,NO REPORT
B17-10796,3/23/2017,22:41:20,March,Thursday,NOISE,S GRANT ST & E UNIVERSITY ST,LB301,BPD,NO REPORT
B17-10799,3/23/2017,23:11:14,March,Thursday,NOISE,503 E SMITH AVE; 503 EAST SMITH AVE HOUSE,LB104,BPD,NO REPORT
B17-10807,3/23/2017,23:29:00,March,Thursday,NOISE,534 S RONSON ST; 4205,LB406,BPD,NO REPORT
B17-10816,3/24/2017,1:20:09,March,Friday,NOISE,300 E 11TH ST,LB213,BPD,NO REPORT
B17-10821,3/24/2017,3:08:15,March,Friday,NOISE,1280 N COLLEGE AVE; SQUARE DONUTS NORTH; APT 315,LB519,BPD,NO REPORT
B17-10824,3/24/2017,5:21:00,March,Friday,NOISE,703 W GOURLEY PIKE; APT 179,LB513,BPD,NO REPORT
B17-10829,3/24/2017,7:45:53,March,Friday,PANHANDLING,1602 S WALNUT ST; FAST MAX; SUNOCO,LB421,BPD,NO REPORT
B17-10836,3/24/2017,7:12:41,March,Friday,VANDALISM NP,310 N JOHNSON AVE; VALHALLA MEMORY GARDENS,LB522,BPD,REPORT NEEDED
B17-10845,3/24/2017,8:56:39,March,Friday,NOISE,1200 W COTTAGE GROVE AVE,LB517,BPD,NO REPORT
B17-10889,3/24/2017,16:14:37,March,Friday,DISTURBANCE IP,N ILLINOIS ST & W 13TH ST,LB517,BPD,NO REPORT
B17-10906,3/24/2017,17:03:42,March,Friday,NOISE,E 14TH ST & N DUNN ST,LB213,BPD,NO REPORT
B17-10929,3/24/2017,20:14:04,March,Friday,DRUNK,N WASHINGTON ST & E 7TH ST,LB102,BPD,NO REPORT
B17-10950,3/24/2017,22:11:13,March,Friday,DISTURBANCE IP,221 N WALNUT ST; BLACKS MERCANTILE,LB101,BPD,NO REPORT
B17-10953,3/24/2017,22:02:36,March,Friday,NOISE,120 S KINGSTON DR; APT F65 OR F63,LB221,BPD,NO REPORT
B17-10958,3/24/2017,22:34:34,March,Friday,NOISE,504 S BASSWOOD DR; APT M,LB404,BPD,NO REPORT
B17-10959,3/24/2017,22:35:16,March,Friday,NOISE,605 E UNIVERSITY ST,LB302,BPD,NO REPORT
B17-10961,3/24/2017,23:03:40,March,Friday,NOISE,618 E MOSS CREEK CT,LB326,BPD,NO REPORT
B17-10964,3/24/2017,23:17:27,March,Friday,NOISE,620 N WALNUT ST,LB213,BPD,NO REPORT
B17-10965,3/24/2017,23:34:41,March,Friday,NOISE,1150 S CLARIZZ BLVD; BLDG G327,LB310,BPD,NO REPORT
B17-10966,3/24/2017,23:34:25,March,Friday,NOISE,622 N WASHINGTON ST,LB213,BPD,NO REPORT
B17-10969,3/24/2017,23:39:10,March,Friday,NOISE,532 N MORTON ST,LB101,BPD,NO REPORT
B17-10970,3/24/2017,23:41:50,March,Friday,NOISE,700 E HUNTER AVE,LB302,BPD,NO REPORT
B17-10976,3/25/2017,0:07:43,March,Saturday,VANDALISM NP,118 E 7TH ST; APT 5,LB102,BPD,REPORT NEEDED
B17-10979,3/25/2017,0:20:28,March,Saturday,NOISE,S FESS AVE & E GRIMES LN,LB313,BPD,NO REPORT
B17-10981,3/25/2017,0:59:43,March,Saturday,NOISE,521 S PARK AVE,LB302,BPD,NO REPORT
B17-10982,3/25/2017,1:10:32,March,Saturday,NOISE,1203 S FESS AVE,LB313,BPD,NO REPORT
B17-10985,3/25/2017,1:21:50,March,Saturday,NOISE,1605 N DUNN ST,LB212,BPD,NO REPORT
B17-10987,3/25/2017,1:22:35,March,Saturday,NOISE,1212 N GRANT ST; NORTHVIEW APARTMENTS B11,LB213,BPD,NO REPORT
B17-10990,3/25/2017,1:31:01,March,Saturday,NOISE,2530 E EASTGATE LN,LB222,BPD,NO REPORT
B17-10991,3/25/2017,1:37:08,March,Saturday,NOISE,120 S KINGSTON DR; BLDG F 65,LB221,BPD,NO REPORT
B17-10992,3/25/2017,1:46:12,March,Saturday,NOISE,1203 S FESS AVE,LB313,BPD,NO REPORT
B17-10995,3/25/2017,1:56:07,March,Saturday,NOISE,1150 S CLARIZZ BLVD; APT G327,LB310,BPD,NO REPORT
B17-10997,3/25/2017,2:01:06,March,Saturday,NOISE,301 E 14TH ST; APT 194,LB213,BPD,NO REPORT
B17-11000,3/25/2017,2:38:04,March,Saturday,NOISE,105 S CURRY PIKE; APT 3,LB524,BPD,NO REPORT
B17-11002,3/25/2017,3:17:31,March,Saturday,VANDALISM IP,1919 S WALNUT ST; MCDONALDS SOUTH,LB315,BPD,NO REPORT
B17-11004,3/25/2017,3:46:20,March,Saturday,DRUNK,S HENDERSON ST & E NORTH DR,LB315,BPD,NO REPORT
B17-11007,3/25/2017,3:49:18,March,Saturday,NOISE,503 S MULLER PKWY; APT 302,LB404,BPD,NO REPORT
B17-11008,3/25/2017,3:59:35,March,Saturday,DRUNK,424 S WALNUT ST; PLAYERS PUB,LB103,BPD,NO REPORT
B17-11013,3/25/2017,5:02:07,March,Saturday,DRUNK,208 S HILLSDALE CT,LB222,BPD,NO REPORT
B17-11014,3/25/2017,5:02:41,March,Saturday,NOISE,455 N COLLEGE AVE,LB101,BPD,NO REPORT
B17-11015,3/25/2017,5:40:11,March,Saturday,DISTURBANCE IP,208 S HILLSDALE CT,LB222,BPD,REPORT NEEDED
B17-11016,3/25/2017,5:43:54,March,Saturday,DISTURBANCE IP,208 S HILLSDALE DR,LB222,BPD,NO REPORT
B17-11017,3/25/2017,5:16:36,March,Saturday,NOISE,200 E 8TH ST,LB102,BPD,NO REPORT
B17-11018,3/25/2017,5:54:08,March,Saturday,NOISE,415 N PARK AVE,LB215,BPD,NO REPORT
B17-11019,3/25/2017,5:05:42,March,Saturday,NOISE,1150 S CLARIZZ BLVD; BLDG G,LB310,BPD,NO REPORT
B17-11020,3/25/2017,5:15:25,March,Saturday,NOISE,N PARK AVE & E 9TH ST,LB215,BPD,NO REPORT
B17-11024,3/25/2017,7:06:40,March,Saturday,NOISE,N WASHINGTON ST & E 7TH ST,LB102,BPD,NO REPORT
B17-11026,3/25/2017,7:48:12,March,Saturday,NOISE,701 N COLLEGE AVE; APT 301,LB519,BPD,NO REPORT
B17-11030,3/25/2017,8:19:15,March,Saturday,NOISE,306 E 11TH ST,LB213,BPD,NO REPORT
B17-11031,3/25/2017,8:41:38,March,Saturday,NOISE,500 E 15TH ST,LB214,BPD,NO REPORT
B17-11033,3/25/2017,9:01:07,March,Saturday,VANDALISM NP,1006 S WALNUT ST; BLOOMINGTON POWERSPORTS,LB411,BPD,REPORT NEEDED
B17-11034,3/25/2017,9:08:48,March,Saturday,NOISE,321 W 14TH ST,LB519,BPD,NO REPORT
B17-11040,3/25/2017,10:42:49,March,Saturday,DISTURBANCE IP,2000 S WALNUT ST; KING GYROS,LB421,BPD,NO REPORT
B17-11045,3/25/2017,10:54:51,March,Saturday,NOISE,1600 E ATWATER AVE,LB303,BPD,NO REPORT
B17-11047,3/25/2017,11:35:15,March,Saturday,DISTURBANCE IP,N DUNN ST & E 6TH ST,LB102,BPD,REPORT NEEDED
B17-11048,3/25/2017,11:29:52,March,Saturday,DRUNK,401 E 10TH ST; REVOLUTION BIKE AND BEAN,LB213,BPD,NO REPORT
B17-11057,3/25/2017,12:55:36,March,Saturday,NOISE,428 E 2ND ST,LB301,BPD,NO REPORT
B17-11059,3/25/2017,13:21:09,March,Saturday,DRUNK,219 E 4TH ST; FIRST UNITED METHODIST CHURCH,LB104,BPD,REPORT NEEDED
B17-11071,3/25/2017,15:02:53,March,Saturday,DISTURBANCE IP,501 E KIRKWOOD AVE; PEOPLES PARK,LB102,BPD,NO REPORT
B17-11073,3/25/2017,14:47:29,March,Saturday,NOISE,411 S HENDERSON ST,LB302,BPD,NO REPORT
B17-11074,3/25/2017,15:20:07,March,Saturday,DRUNK,501 E KIRKWOOD AVE; PEOPLES PARK,LB102,BPD,NO REPORT
B17-11081,3/25/2017,16:04:20,March,Saturday,NOISE,412 E 19TH ST,LB212,BPD,NO REPORT
B17-11096,3/25/2017,18:31:19,March,Saturday,PANHANDLING,430 E KIRKWOOD AVE; DUNNKIRK SQUARE,LB104,BPD,REPORT NEEDED
B17-11101,3/25/2017,19:07:39,March,Saturday,DISTURBANCE IP,2315 S ROCKPORT RD; APT C,LB423,BPD,NO REPORT
B17-11107,3/25/2017,19:57:54,March,Saturday,NOISE,S FESS AVE & E HUNTER AVE,LB302,BPD,NO REPORT
B17-11117,3/25/2017,22:18:35,March,Saturday,NOISE,500 S BASSWOOD DR; APT H,LB404,BPD,NO REPORT
B17-11118,3/25/2017,22:19:38,March,Saturday,NOISE,301 N PETE ELLIS DR; THE CROSSING,LB221,BPD,NO REPORT
B17-11128,3/25/2017,23:19:09,March,Saturday,NOISE,521 S PARK AVE,LB302,BPD,NO REPORT
B17-11133,3/25/2017,23:51:39,March,Saturday,NOISE,1212 E ATWATER AVE,LB302,BPD,NO REPORT
B17-11134,3/25/2017,23:59:06,March,Saturday,NOISE,817 N WASHINGTON ST,LB213,BPD,NO REPORT
B17-11139,3/26/2017,0:38:30,March,Sunday,NOISE,723 E 11TH ST,LB214,BPD,NO REPORT
B17-11140,3/26/2017,0:51:00,March,Sunday,NOISE,1345 N LINCOLN ST,LB212,BPD,NO REPORT
B17-11145,3/26/2017,1:36:50,March,Sunday,NOISE,1110 N JORDAN AVE; ALPHA EPSILON PHI,LIU09,BPD,NO REPORT
B17-11147,3/26/2017,1:35:12,March,Sunday,NOISE,621 E ALPINE TRL,LB316,BPD,NO REPORT
B17-11148,3/26/2017,1:22:10,March,Sunday,NOISE,506 S MULLER PKWY; APT 605,LB404,BPD,NO REPORT
B17-11154,3/26/2017,2:31:50,March,Sunday,DRUNK,2457 S BURBERRY LN,LB326,BPD,NO REPORT
B17-11158,3/26/2017,3:35:25,March,Sunday,DISTURBANCE IP,115 E 8TH ST,LB102,BPD,NO REPORT
B17-11165,3/26/2017,4:57:32,March,Sunday,DRUNK,217 W KIRKWOOD AVE; HYATT PLACE HOTEL,LB103,BPD,NO REPORT
B17-11180,3/26/2017,10:23:26,March,Sunday,VANDALISM NP,2322 S WINSLOW CT,LB326,BPD,REPORT NEEDED
B17-11194,3/26/2017,13:12:21,March,Sunday,VANDALISM NP,S WEIMER RD & W TAPP RD,LB431,BPD,NO REPORT
B17-11235,3/26/2017,20:08:17,March,Sunday,DISTURBANCE IP,2500 S ROCKPORT RD; APT 1702,LB424,BPD,NO REPORT
B17-11238,3/26/2017,20:26:59,March,Sunday,VANDALISM NP,2358 S BURBERRY LN,LB326,BPD,NO REPORT
B17-11255,3/26/2017,23:04:26,March,Sunday,NOISE,1223 W 11TH ST ; 1223A,LB517,BPD,NO REPORT
B17-11257,3/26/2017,23:27:35,March,Sunday,DISTURBANCE IP,219 E 4TH ST; FIRST UNITED METHODIST CHURCH,LB104,BPD,NO REPORT
B17-11269,3/27/2017,0:31:52,March,Monday,NOISE,921 W KIRKWOOD AVE; APT W,LB408,BPD,NO REPORT
B17-11276,3/27/2017,2:14:55,March,Monday,NOISE,3100 S WALNUT STREET PIKE; APT B102,LB336,BPD,NO REPORT
B17-11278,3/27/2017,3:32:56,March,Monday,NOISE,503 S MULLER PKWY; APT 302,LB404,BPD,NO REPORT
B17-11280,3/27/2017,3:58:34,March,Monday,VANDALISM NP,2488 S WINSLOW CT,LB326,BPD,REPORT NEEDED
B17-11286,3/27/2017,7:55:31,March,Monday,DISTURBANCE IP,1122 W 11TH ST; OUR WAY C STORE,LB517,BPD,NO REPORT
B17-11294,3/27/2017,8:13:37,March,Monday,VANDALISM NP,1008 S HENDERSON ST,LB314,BPD,REPORT NEEDED
B17-11309,3/27/2017,11:27:06,March,Monday,DISTURBANCE IP,202 S COLLEGE AVE; HILLIARD LIONS LAW FIRM,LB103,BPD,NO REPORT
B17-11360,3/27/2017,19:37:18,March,Monday,DISTURBANCE IP,225 E 20TH ST; APT 22,LB212,BPD,NO REPORT
