Case Number,Date Reported,Time Reported,Month Reported,Day of Week,Call for Service Nature,Address of Occurrence,Reporting District,Agency,Report/No Report
B16-35074,9/3/16,1:14 AM,September,Saturday,NOISE,104 E KIRKWOOD AVE; APT 204,LB104,BPD,NO REPORT NEEDED
B16-35088,9/3/16,12:51 AM,September,Saturday,NOISE,S GRANT ST & E 2ND ST,LB301,BPD,NO REPORT NEEDED
B16-35061,9/3/16,12:18 AM,September,Saturday,NOISE,599 E GRAHAM PL; TIMBER RIDGE APARTMENTS,LB327,BPD,NO REPORT NEEDED
B16-35085,9/3/16,12:03 AM,September,Saturday,NOISE,413 S HENDERSON ST; APT 22,LB302,BPD,NO REPORT NEEDED
B16-35075,9/2/16,11:37 PM,September,Friday,NOISE,720 S COLLEGE MALL RD; I-8,LB305,BPD,NO REPORT NEEDED
B16-35056,9/2/16,10:54 PM,September,Friday,NOISE,611 E UNIVERSITY ST,LB302,BPD,NO REPORT NEEDED
B16-35041,9/2/16,8:14 PM,September,Friday,NOISE,S MEADOWBROOK DR & S REISNER RD,LB306,BPD,NO REPORT NEEDED
B16-35011,9/2/16,6:37 PM,September,Friday,NOISE,E 19TH ST & N WASHINGTON ST,LB212,BPD,NO REPORT NEEDED
B16-34969,9/2/16,3:04 PM,September,Friday,NOISE,N WASHINGTON ST & E 7TH ST,LB102,BPD,NO REPORT NEEDED
B16-34968,9/2/16,2:43 PM,September,Friday,NOISE,1732 N LINCOLN ST,LB212,BPD,NO REPORT NEEDED
B16-34960,9/2/16,2:01 PM,September,Friday,NOISE,303 E 6TH ST; HUDGINS HOUSE,LB102,BPD,NO REPORT NEEDED
B16-34926,9/2/16,8:58 AM,September,Friday,NOISE,N GRANT ST & E 7TH ST,LB102,BPD,NO REPORT NEEDED
B16-34899,9/2/16,2:01 AM,September,Friday,NOISE,3209 E 10TH ST,LB216,BPD,NO REPORT NEEDED
B16-34898,9/2/16,12:59 AM,September,Friday,NOISE,N WASHINGTON ST & E 16TH ST,LB213,BPD,NO REPORT NEEDED
B16-34892,9/2/16,12:26 AM,September,Friday,NOISE,315 E UNIVERSITY ST,LB301,BPD,NO REPORT NEEDED
B16-34891,9/2/16,12:23 AM,September,Friday,NOISE,1424 N JACKSON ST; JACKSON HEIGHTS APARTMENTS,LB513,BPD,NO REPORT NEEDED
B16-34884,9/1/16,11:54 PM,September,Thursday,NOISE,564 S BASSWOOD DR; APT B,LB415,BPD,NO REPORT NEEDED
B16-34889,9/1/16,11:51 PM,September,Thursday,NOISE,E 10TH ST & N WASHINGTON ST,LB213,BPD,NO REPORT NEEDED
B16-34894,9/1/16,11:46 PM,September,Thursday,NOISE,W 11TH ST & N COLLEGE AVE,LB519,BPD,NO REPORT NEEDED
B16-34895,9/1/16,11:46 PM,September,Thursday,NOISE,1750 N RANGE RD; APT C201,LB216,BPD,NO REPORT NEEDED
B16-34881,9/1/16,11:45 PM,September,Thursday,NOISE,1424 N JACKSON ST; JACKSON HEIGHTS APARTMENTS,LB513,BPD,NO REPORT NEEDED
B16-34893,9/1/16,11:43 PM,September,Thursday,NOISE,1200 N LINCOLN ST,LB213,BPD,NO REPORT NEEDED
B16-34896,9/1/16,11:34 PM,September,Thursday,NOISE,E 19TH ST & N WASHINGTON ST,LB212,BPD,NO REPORT NEEDED
B16-34882,9/1/16,11:24 PM,September,Thursday,NOISE,645 S BASSWOOD DR,LB415,BPD,NO REPORT NEEDED
B16-34877,9/1/16,11:01 PM,September,Thursday,NOISE,1424 N JACKSON ST; JACKSON HEIGHTS APARTMENTS,LB513,BPD,NO REPORT NEEDED
B16-34874,9/1/16,10:52 PM,September,Thursday,NOISE,909 S FESS AVE,LB313,BPD,NO REPORT NEEDED
B16-34757,9/1/16,4:40 AM,September,Thursday,NOISE,608 E 2ND ST,LB302,BPD,NO REPORT NEEDED
B16-34743,9/1/16,12:43 AM,September,Thursday,NOISE,2500 S ROCKPORT RD  BLDG 24,LB424,BPD,NO REPORT NEEDED
B16-34740,9/1/16,12:26 AM,September,Thursday,NOISE,420 E 12TH ST,LB213,BPD,NO REPORT NEEDED
B16-34434,8/30/16,3:12 AM,August,Tuesday,NOISE,630 N MORTON ST,LB519,BPD,NO REPORT NEEDED
B16-34247,8/29/16,12:36 AM,August,Monday,NOISE,1109 S FESS AVE,LB313,BPD,NO REPORT NEEDED
B16-34241,8/28/16,11:57 PM,August,Sunday,NOISE,1200 N LINCOLN ST,LB213,BPD,NO REPORT NEEDED
B16-34198,8/28/16,4:52 PM,August,Sunday,NOISE,N WASHINGTON ST & E 8TH ST,LB102,BPD,NO REPORT NEEDED
B16-34199,8/28/16,4:16 PM,August,Sunday,NOISE,3200 E LONGVIEW AVE; APT 5,LB221,BPD,NO REPORT NEEDED
B16-34131,8/28/16,4:21 AM,August,Sunday,NOISE,1150 S CLARIZZ BLVD,LB310,BPD,NO REPORT NEEDED
B16-34122,8/28/16,2:36 AM,August,Sunday,NOISE,3310 S ACADIA CT,LB329,BPD,NO REPORT NEEDED
B16-34120,8/28/16,2:00 AM,August,Sunday,NOISE,1732 N LINCOLN ST,LB212,BPD,NO REPORT NEEDED
B16-34118,8/28/16,1:16 AM,August,Sunday,NOISE,1424 N JACKSON ST; JACKSON HEIGHTS APARTMENTS,LB513,BPD,NO REPORT NEEDED
B16-34117,8/28/16,1:10 AM,August,Sunday,NOISE,516 S PATTERSON DR; 4204,LB406,BPD,NO REPORT NEEDED
B16-34119,8/28/16,1:00 AM,August,Sunday,NOISE,502 S MULLER PKWY,LB404,BPD,NO REPORT NEEDED
B16-34110,8/28/16,12:44 AM,August,Sunday,NOISE,E 19TH ST & N WASHINGTON ST,LB212,BPD,NO REPORT NEEDED
B16-34114,8/28/16,12:13 AM,August,Sunday,NOISE,523 S PARK AVE,LB302,BPD,NO REPORT NEEDED
B16-34113,8/28/16,12:08 AM,August,Sunday,NOISE,420 W 13TH ST,LB518,BPD,NO REPORT NEEDED
B16-34094,8/27/16,11:19 PM,August,Saturday,NOISE,108 E KIRKWOOD AVE,LB104,BPD,NO REPORT NEEDED
B16-34112,8/27/16,11:18 PM,August,Saturday,NOISE,611 E UNIVERSITY ST,LB302,BPD,NO REPORT NEEDED
B16-34088,8/27/16,11:03 PM,August,Saturday,NOISE,345 S COLLEGE AVE; APT 401,LB103,BPD,NO REPORT NEEDED
B16-34087,8/27/16,10:42 PM,August,Saturday,NOISE,2303 E 2ND ST; BART VILLA APARTMENTS 2; APT 4,LB304,BPD,NO REPORT NEEDED
B16-34072,8/27/16,8:55 PM,August,Saturday,NOISE,335 S JORDAN AVE,LB303,BPD,NO REPORT NEEDED
B16-34066,8/27/16,8:17 PM,August,Saturday,NOISE,641 W MARBLE LN; APT D,LB513,BPD,NO REPORT NEEDED
B16-33951,8/27/16,4:05 AM,August,Saturday,NOISE,821 S PARK SQUARE DR,LB402,BPD,NO REPORT NEEDED
B16-33931,8/27/16,12:41 AM,August,Saturday,NOISE,324 E 2ND ST; HISTORIC 324 E 2ND ST HOUSE,LB301,BPD,NO REPORT NEEDED
B16-33929,8/27/16,12:15 AM,August,Saturday,NOISE,1477 E 2ND ST,LB303,BPD,NO REPORT NEEDED
B16-33923,8/26/16,11:38 PM,August,Friday,NOISE,750 S WALKER ST; ACROSS FROM OFFICE,LB409,BPD,NO REPORT NEEDED
B16-33925,8/26/16,11:37 PM,August,Friday,NOISE,1113 E COBBLEFIELD CT,LB313,BPD,NO REPORT NEEDED
B16-33920,8/26/16,11:33 PM,August,Friday,NOISE,2036 N WALNUT ST; APT B20,LB212,BPD,NO REPORT NEEDED
B16-33922,8/26/16,11:08 PM,August,Friday,NOISE,524 N COLLEGE AVE; APT 408,LB101,BPD,NO REPORT NEEDED
B16-33921,8/26/16,10:53 PM,August,Friday,NOISE,641 W MARBLE LN; APT D,LB513,BPD,NO REPORT NEEDED
B16-33906,8/26/16,10:15 PM,August,Friday,NOISE,2368 E WINDING BROOK CIR,LB324,BPD,NO REPORT NEEDED
B16-33902,8/26/16,10:13 PM,August,Friday,NOISE,524 N COLLEGE AVE; apt 405,LB101,BPD,NO REPORT NEEDED
B16-33901,8/26/16,10:03 PM,August,Friday,NOISE,700 S PARK AVE,LB302,BPD,NO REPORT NEEDED
B16-33885,8/26/16,7:10 PM,August,Friday,NOISE,1351 N DUNN ST,LB213,BPD,NO REPORT NEEDED
B16-33773,8/26/16,2:16 AM,August,Friday,NOISE,1600 N WILLIS DR; lot 137,LB513,BPD,NO REPORT NEEDED
B16-33770,8/26/16,2:02 AM,August,Friday,NOISE,3106 E STRATUM WAY,LB310,BPD,NO REPORT NEEDED
B16-33765,8/26/16,12:56 AM,August,Friday,NOISE,2432 S WINSLOW CT,LB326,BPD,NO REPORT NEEDED
B16-33750,8/25/16,11:55 PM,August,Thursday,NOISE,710 N COLLEGE AVE; APT 201,LB519,BPD,NO REPORT NEEDED
B16-33759,8/25/16,11:37 PM,August,Thursday,NOISE,601 E 7TH ST; SIGMA CHI,LB215,BPD,NO REPORT NEEDED
B16-33419,8/23/16,10:58 PM,August,Tuesday,NOISE,523 S PARK AVE,LB302,BPD,NO REPORT NEEDED
B16-33420,8/23/16,10:38 PM,August,Tuesday,NOISE,710 N COLLEGE AVE,LB519,BPD,NO REPORT NEEDED
B16-33264,8/22/16,11:59 PM,August,Monday,NOISE,1317 N WASHINGTON ST,LB212,BPD,NO REPORT NEEDED
B16-33258,8/22/16,11:42 PM,August,Monday,NOISE,E 15TH ST & N DUNN ST,LB214,BPD,NO REPORT NEEDED
B16-33237,8/22/16,8:42 PM,August,Monday,NOISE,1315 N WASHINGTON ST,LB212,BPD,NO REPORT NEEDED
B16-33235,8/22/16,8:36 PM,August,Monday,NOISE,143 E 17TH ST,LB212,BPD,NO REPORT NEEDED
B16-33198,8/22/16,3:26 PM,August,Monday,NOISE,304 W 14TH ST,LB519,BPD,NO REPORT NEEDED
B16-33131,8/22/16,5:21 AM,August,Monday,NOISE,1122 W 11TH ST; OUR WAY C STORE,LB517,BPD,NO REPORT NEEDED
B16-32999,8/21/16,3:04 AM,August,Sunday,NOISE,506 S MULLER PKWY; APT 625,LB404,BPD,NO REPORT NEEDED
B16-32984,8/21/16,2:52 AM,August,Sunday,NOISE,212 N MORTON ST; APT 409,LB101,BPD,NO REPORT NEEDED
B16-32976,8/21/16,2:05 AM,August,Sunday,NOISE,319 N ROOSEVELT ST,LB222,BPD,NO REPORT NEEDED
B16-32961,8/21/16,1:40 AM,August,Sunday,NOISE,2304 S BRANDON CT,LB326,BPD,NO REPORT NEEDED
B16-32959,8/21/16,1:24 AM,August,Sunday,NOISE,400 E 1ST ST,LB301,BPD,NO REPORT NEEDED
B16-32975,8/21/16,1:22 AM,August,Sunday,NOISE,3304 E JOHN HINKLE PL,LB221,BPD,NO REPORT NEEDED
B16-32973,8/21/16,1:21 AM,August,Sunday,NOISE,1202 N LINCOLN ST,LB213,BPD,NO REPORT NEEDED
B16-32971,8/21/16,1:12 AM,August,Sunday,NOISE,1511 E MAXWELL LN,LB303,BPD,NO REPORT NEEDED
B16-32962,8/21/16,1:10 AM,August,Sunday,NOISE,116 E 3RD ST; apt 300,LB104,BPD,NO REPORT NEEDED
B16-32958,8/21/16,1:06 AM,August,Sunday,NOISE,1031 E HILLSIDE DR; CARLISLE,LB313,BPD,NO REPORT NEEDED
B16-32969,8/21/16,12:57 AM,August,Sunday,NOISE,N OVERHILL DR & E DEKIST ST,LB222,BPD,NO REPORT NEEDED
B16-32968,8/21/16,12:56 AM,August,Sunday,NOISE,3519 E MORNINGSIDE DR,LB220,BPD,NO REPORT NEEDED
B16-32966,8/21/16,12:50 AM,August,Sunday,NOISE,S HIGH ST & E MOORES PIKE,LB311,BPD,NO REPORT NEEDED
B16-32965,8/21/16,12:50 AM,August,Sunday,NOISE,810 S ROSE AVE,LB303,BPD,NO REPORT NEEDED
B16-32947,8/21/16,12:37 AM,August,Sunday,NOISE,1929 S CURRY PIKE; HIGHLAND VILLAGE CAR WASH,LB416,BPD,NO REPORT NEEDED
B16-32956,8/21/16,12:34 AM,August,Sunday,NOISE,534 S WASHINGTON ST,LB301,BPD,NO REPORT NEEDED
B16-32955,8/21/16,12:22 AM,August,Sunday,NOISE,124 N ROOSEVELT ST,LB222,BPD,NO REPORT NEEDED
B16-32941,8/21/16,12:20 AM,August,Sunday,NOISE,1200 N LINCOLN ST,LB213,BPD,NO REPORT NEEDED
B16-32946,8/21/16,12:06 AM,August,Sunday,NOISE,641 W MARBLE LN; APT D,LB513,BPD,NO REPORT NEEDED
B16-32954,8/21/16,12:03 AM,August,Sunday,NOISE,S SARE RD & E ROGERS RD,LB323,BPD,NO REPORT NEEDED
B16-32943,8/21/16,12:01 AM,August,Sunday,NOISE,2305 E 2ND ST,LB304,BPD,NO REPORT NEEDED
B16-32967,8/20/16,11:55 PM,August,Saturday,NOISE,345 S COLLEGE AVE;MIDTOWN LOFT,LB103,BPD,NO REPORT NEEDED
B16-32926,8/20/16,11:42 PM,August,Saturday,NOISE,1521 S OLIVE ST,LB316,BPD,NO REPORT NEEDED
B16-32953,8/20/16,11:13 PM,August,Saturday,NOISE,710 N COLLEGE AVE;LOFTS ON COLLEGE,LB519,BPD,NO REPORT NEEDED
B16-32901,8/20/16,11:05 PM,August,Saturday,NOISE,611 E UNIVERSITY ST,LB302,BPD,NO REPORT NEEDED
B16-32900,8/20/16,10:41 PM,August,Saturday,NOISE,617 N LINCOLN ST,LB213,BPD,NO REPORT NEEDED
B16-32896,8/20/16,10:05 PM,August,Saturday,NOISE,413 S HENDERSON ST; UNIT 22,LB302,BPD,NO REPORT NEEDED
B16-32863,8/20/16,8:03 PM,August,Saturday,NOISE,440 E 1ST ST,LB301,BPD,NO REPORT NEEDED
B16-32747,8/20/16,2:13 AM,August,Saturday,NOISE,619 N WASHINGTON ST,LB213,BPD,NO REPORT NEEDED
B16-32721,8/19/16,11:59 PM,August,Friday,NOISE,1706 N WASHINGTON ST,LB212,BPD,NO REPORT NEEDED
B16-32716,8/19/16,11:22 PM,August,Friday,NOISE,315 E 16TH ST,LB213,BPD,NO REPORT NEEDED
B16-32546,8/19/16,2:35 AM,August,Friday,NOISE,320 S DUNN ST,LB104,BPD,NO REPORT NEEDED
B16-32541,8/19/16,2:26 AM,August,Friday,NOISE,420 E 12TH ST,LB213,BPD,NO REPORT NEEDED
B16-32538,8/19/16,1:24 AM,August,Friday,NOISE,2812 W HEARTWOOD CT,LB415,BPD,NO REPORT NEEDED
B16-32536,8/19/16,1:07 AM,August,Friday,NOISE,454 S WESTPLEX AVE,LB406,BPD,NO REPORT NEEDED
B16-32537,8/19/16,1:05 AM,August,Friday,NOISE,411 N WASHINGTON ST,LB102,BPD,NO REPORT NEEDED
B16-32534,8/19/16,12:25 AM,August,Friday,NOISE,404 E VARSITY LN,LB212,BPD,NO REPORT NEEDED
B16-32519,8/18/16,11:58 PM,August,Thursday,NOISE,600 W 17TH ST,LB513,BPD,NO REPORT NEEDED
B16-32509,8/18/16,11:51 PM,August,Thursday,NOISE,417 S WALNUT ST,LB104,BPD,NO REPORT NEEDED
B16-32529,8/18/16,11:43 PM,August,Thursday,NOISE,2812 W HEARTWOOD CT; apt b,LB415,BPD,NO REPORT NEEDED
B16-32493,8/18/16,11:19 PM,August,Thursday,NOISE,814 N WASHINGTON ST,LB213,BPD,NO REPORT NEEDED
B16-32490,8/18/16,10:51 PM,August,Thursday,NOISE,817 N WASHINGTON ST,LB213,BPD,NO REPORT NEEDED
B16-32285,8/18/16,1:23 AM,August,Thursday,NOISE,2420 S WINSLOW CT,LB326,BPD,NO REPORT NEEDED
B16-32281,8/18/16,12:50 AM,August,Thursday,NOISE,527 S HIGHLAND AVE,LB303,BPD,NO REPORT NEEDED
B16-32280,8/18/16,12:45 AM,August,Thursday,NOISE,612 S STATE ROAD 446,LB307,BPD,NO REPORT NEEDED
B16-32279,8/18/16,12:42 AM,August,Thursday,NOISE,908 S WASHINGTON ST; ARIEL APARTMENTS; APT 6,LB314,BPD,NO REPORT NEEDED
B16-32276,8/18/16,12:13 AM,August,Thursday,NOISE,321 E 14TH ST; apt E10,LB213,BPD,NO REPORT NEEDED
B16-32260,8/17/16,11:45 PM,August,Wednesday,NOISE,205 E 20TH ST;,LB212,BPD,NO REPORT NEEDED
B16-32254,8/17/16,10:45 PM,August,Wednesday,NOISE,N WASHINGTON ST & E 12TH ST,LB213,BPD,NO REPORT NEEDED
B16-32253,8/17/16,10:22 PM,August,Wednesday,NOISE,500 S PARK RIDGE RD; RESERVE ON 3RD,LB307,BPD,NO REPORT NEEDED
B16-32249,8/17/16,10:06 PM,August,Wednesday,NOISE,209 E 12TH ST,LB213,BPD,NO REPORT NEEDED
B16-32089,8/17/16,2:44 AM,August,Wednesday,NOISE,524 N COLLEGE AVE,LB101,BPD,NO REPORT NEEDED
B16-32073,8/17/16,12:08 AM,August,Wednesday,NOISE,345 S COLLEGE AVE,LB103,BPD,NO REPORT NEEDED
B16-32071,8/16/16,11:58 PM,August,Tuesday,NOISE,600 E UNIVERSITY ST,LB302,BPD,NO REPORT NEEDED
B16-32059,8/16/16,11:07 PM,August,Tuesday,NOISE,317 E 7TH ST,LB102,BPD,NO REPORT NEEDED
B16-32007,8/16/16,7:22 PM,August,Tuesday,NOISE,1202 N LINCOLN ST,LB213,BPD,NO REPORT NEEDED
B16-31854,8/15/16,11:30 PM,August,Monday,NOISE,521 W TERRY LN; APT A,LB513,BPD,NO REPORT NEEDED
B16-31840,8/15/16,11:10 PM,August,Monday,NOISE,444 E 3RD ST,LB104,BPD,NO REPORT NEEDED
B16-31711,8/15/16,3:08 AM,August,Monday,NOISE,2631 E 2ND ST; apt 5,LB304,BPD,NO REPORT NEEDED
B16-31708,8/15/16,1:44 AM,August,Monday,NOISE,421 E COTTAGE GROVE AVE; apt 4,LB213,BPD,NO REPORT NEEDED
B16-31697,8/14/16,10:42 PM,August,Sunday,NOISE,1732 N LINCOLN ST,LB212,BPD,NO REPORT NEEDED
B16-31549,8/14/16,12:16 AM,August,Sunday,NOISE,2297 W BLOOMFIELD RD; twin lakes apts 2,LMS31,BPD,NO REPORT NEEDED
B16-31547,8/13/16,11:57 PM,August,Saturday,NOISE,345 S COLLEGE AVE; midtown lofts,LB103,BPD,NO REPORT NEEDED
B16-31543,8/13/16,11:20 PM,August,Saturday,NOISE,215 E 12TH ST,LB213,BPD,NO REPORT NEEDED
B16-31510,8/13/16,8:26 PM,August,Saturday,NOISE,1306 S COLLEGE MALL RD,LB310,BPD,NO REPORT NEEDED
B16-31418,8/13/16,3:08 AM,August,Saturday,NOISE,2223 S LAURELWOOD DR,LB326,BPD,NO REPORT NEEDED
B16-31346,8/12/16,5:57 PM,August,Friday,NOISE,1306 S COLLEGE MALL RD,LB310,BPD,NO REPORT NEEDED
B16-31206,8/12/16,5:43 AM,August,Friday,NOISE,454 S WESTPLEX AVE; APT 108,LB406,BPD,NO REPORT NEEDED
B16-31189,8/12/16,12:18 AM,August,Friday,NOISE,200 S MADISON ST; BICYCLE APARTMENTS,LB103,BPD,NO REPORT NEEDED
B16-31042,8/11/16,3:22 AM,August,Thursday,NOISE,1019 W 7TH ST,LB520,BPD,NO REPORT NEEDED
B16-31035,8/11/16,1:04 AM,August,Thursday,NOISE,454 S WESTPLEX AVE; APT 108,LB406,BPD,NO REPORT NEEDED
B16-31022,8/10/16,11:30 PM,August,Wednesday,NOISE,345 S COLLEGE AVE; APT 305,LB103,BPD,NO REPORT NEEDED
B16-31008,8/10/16,10:10 PM,August,Wednesday,NOISE,612 S STATE ROAD 446; APT 26C,LB307,BPD,NO REPORT NEEDED
B16-30903,8/10/16,3:03 AM,August,Wednesday,NOISE,1933 S CURRY PIKE; HIGHLAND LOUNGE,LB416,BPD,NO REPORT NEEDED
B16-30868,8/9/16,7:38 PM,August,Tuesday,NOISE,215 E 8TH ST,LB102,BPD,NO REPORT NEEDED
B16-30737,8/8/16,11:35 PM,August,Monday,NOISE,521 W TERRY LN; APT A,LB513,BPD,NO REPORT NEEDED
B16-30611,8/8/16,1:23 AM,August,Monday,NOISE,454 S WESTPLEX AVE; APT 108,LB406,BPD,NO REPORT NEEDED
B16-30597,8/7/16,10:24 PM,August,Sunday,NOISE,212 N MORTON ST; APT 309,LB101,BPD,NO REPORT NEEDED
B16-30594,8/7/16,8:46 PM,August,Sunday,NOISE,2309 S ROCKPORT RD; TECH PARK APARTMENTS,LB423,BPD,NO REPORT NEEDED
B16-30518,8/7/16,9:13 AM,August,Sunday,NOISE,1306 S COLLEGE MALL RD,LB310,BPD,NO REPORT NEEDED
B16-30372,8/6/16,1:05 AM,August,Saturday,NOISE,2217 E AUTUMN DR,LB331,BPD,NO REPORT NEEDED
B16-30248,8/5/16,12:37 PM,August,Friday,NOISE,1202 N LINCOLN ST,LB213,BPD,NO REPORT NEEDED
B16-30200,8/5/16,1:11 AM,August,Friday,NOISE,3210 E JOHN HINKLE PL,LB221,BPD,NO REPORT NEEDED
B16-30191,8/5/16,12:21 AM,August,Friday,NOISE,1200 W 12TH ST,LB517,BPD,NO REPORT NEEDED
B16-30043,8/4/16,3:19 AM,August,Thursday,NOISE,1348 N ARLINGTON PARK DR; apt 810,LB514,BPD,NO REPORT NEEDED
B16-29870,8/3/16,8:46 AM,August,Wednesday,NOISE,1600 N WILLIS DR; LOT 113,LB513,BPD,NO REPORT NEEDED
B16-29754,8/2/16,1:04 PM,August,Tuesday,NOISE,201 S BRYAN AVE,LB222,BPD,NO REPORT NEEDED
B16-29702,8/2/16,3:36 AM,August,Tuesday,NOISE,1413 S PALMER AVE,LB314,BPD,NO REPORT NEEDED
B16-29698,8/2/16,1:23 AM,August,Tuesday,NOISE,412 E 2ND ST,LB301,BPD,NO REPORT NEEDED
B16-29668,8/1/16,10:27 PM,August,Monday,NOISE,532 S BASSWOOD DR,LB404,BPD,NO REPORT NEEDED
B16-29645,8/1/16,7:37 PM,August,Monday,NOISE,1600 N WILLIS DR; LOT 114,LB513,BPD,NO REPORT NEEDED
B16-29644,8/1/16,6:58 PM,August,Monday,NOISE,714 S FAIRVIEW ST; APT 4,LB409,BPD,NO REPORT NEEDED
B16-29501,7/31/16,9:55 PM,July,Sunday,NOISE,3003 S ACADIA CT,LB329,BPD,NO REPORT NEEDED
B16-29371,7/30/16,11:16 PM,July,Saturday,NOISE,1720 W EVENTIDE DR,LB425,BPD,NO REPORT NEEDED
B16-29351,7/30/16,6:38 PM,July,Saturday,NOISE,327 W 1ST ST; APT 18,LB409,BPD,NO REPORT NEEDED
B16-29274,7/30/16,12:20 AM,July,Saturday,NOISE,212 N MORTON ST; APT 209,LB101,BPD,NO REPORT NEEDED
B16-29271,7/30/16,12:12 AM,July,Saturday,NOISE,620 W KIRKWOOD AVE; JUANNITAS,LB520,BPD,NO REPORT NEEDED
B16-29262,7/29/16,11:19 PM,July,Friday,NOISE,1724 E HILLSIDE DR; APT E,LB317,BPD,NO REPORT NEEDED
B16-29126,7/29/16,12:15 AM,July,Friday,NOISE,406 W NORTHLANE DR,LB513,BPD,NO REPORT NEEDED
B16-29092,7/28/16,6:53 PM,July,Thursday,NOISE,1820 S HUNTINGTON GARDENS PL,LB316,BPD,NO REPORT NEEDED
B16-28994,7/28/16,2:22 AM,July,Thursday,NOISE,1100 S WOODLAWN AVE; PARKLAWN EAST APARTMENTS; APT 2,LB313,BPD,NO REPORT NEEDED
B16-28976,7/27/16,10:41 PM,July,Wednesday,NOISE,W ARLINGTON RD & W 17TH ST,LB514,BPD,NO REPORT NEEDED
B16-28941,7/27/16,5:55 PM,July,Wednesday,NOISE,1101 S PARK AVE; PARKLAWN WEST APARTMENTS,LB313,BPD,NO REPORT NEEDED
B16-28851,7/27/16,4:03 AM,July,Wednesday,NOISE,301 W 12TH ST;COURTYARD AREA AT THE POOL,LB519,BPD,NO REPORT NEEDED
B16-28849,7/27/16,3:26 AM,July,Wednesday,NOISE,1933 S CURRY PIKE; HIGHLAND LOUNGE,LB416,BPD,NO REPORT NEEDED
B16-28844,7/27/16,2:41 AM,July,Wednesday,NOISE,418 W NORTHLANE DR,LB513,BPD,NO REPORT NEEDED
B16-28836,7/27/16,1:32 AM,July,Wednesday,NOISE,3100 S WALNUT STREET PIKE; ABOVE APT B 129,LB336,BPD,NO REPORT NEEDED
B16-28826,7/27/16,12:36 AM,July,Wednesday,NOISE,3100 S WALNUT STREET PIKE; APT A80,LB336,BPD,NO REPORT NEEDED
B16-28818,7/26/16,11:54 PM,July,Tuesday,NOISE,817 N WASHINGTON ST,LB213,BPD,NO REPORT NEEDED
B16-28811,7/26/16,11:06 PM,July,Tuesday,NOISE,1281 S COBBLE CREEK CIR,LB309,BPD,NO REPORT NEEDED
B16-28682,7/26/16,2:52 AM,July,Tuesday,NOISE,908 S WASHINGTON ST; ARIEL APARTMENTS; APT 6,LB314,BPD,NO REPORT NEEDED
B16-28504,7/25/16,12:36 AM,July,Monday,NOISE,1150 S CLARIZZ BLVD,LB310,BPD,NO REPORT NEEDED
B16-28482,7/24/16,10:34 PM,July,Sunday,NOISE,S HIGHLAND AVE & E HILLSIDE DR,LB312,BPD,NO REPORT NEEDED
B16-28424,7/24/16,1:50 PM,July,Sunday,NOISE,2142 S OAKDALE DR,LB417,BPD,NO REPORT NEEDED
B16-28386,7/24/16,1:52 AM,July,Sunday,NOISE,824 S EASTSIDE DR,LB303,BPD,NO REPORT NEEDED
B16-28364,7/23/16,11:35 PM,July,Saturday,NOISE,1488 N ARLINGTON PARK DR,LB514,BPD,NO REPORT NEEDED
B16-28331,7/23/16,7:51 PM,July,Saturday,NOISE,103 E 16TH ST,LB213,BPD,NO REPORT NEEDED
B16-28250,7/23/16,3:52 AM,July,Saturday,NOISE,439 S DUNN ST; CAMPUS WALK APARTMENTS,LB104,BPD,NO REPORT NEEDED
B16-28248,7/23/16,3:41 AM,July,Saturday,NOISE,1115 E MILLER DR,LB316,BPD,NO REPORT NEEDED
B16-28246,7/23/16,3:15 AM,July,Saturday,NOISE,S HIGHLAND AVE & E MILLER DR,LB317,BPD,NO REPORT NEEDED
B16-28242,7/23/16,2:52 AM,July,Saturday,NOISE,1200 W 12TH ST,LB517,BPD,NO REPORT NEEDED
B16-28241,7/23/16,2:23 AM,July,Saturday,NOISE,820 W RALSTON DR,LB423,BPD,NO REPORT NEEDED
B16-28235,7/23/16,1:14 AM,July,Saturday,NOISE,922 N WOODBURN AVE,LB519,BPD,NO REPORT NEEDED
B16-28222,7/22/16,11:45 PM,July,Friday,NOISE,400 S VILLAGE CT,LB402,BPD,NO REPORT NEEDED
B16-28219,7/22/16,11:41 PM,July,Friday,NOISE,W 14TH ST & N WOODBURN AVE,LB519,BPD,NO REPORT NEEDED
B16-28182,7/22/16,8:07 PM,July,Friday,NOISE,"2142 S OAKDALE DR; UNIT ""Z""  APT ABOVE THIS  ADDRESS",LB417,BPD,NO REPORT NEEDED
B16-28081,7/22/16,1:53 AM,July,Friday,NOISE,505 S MULLER PKWY,LB404,BPD,NO REPORT NEEDED
B16-28076,7/22/16,12:48 AM,July,Friday,NOISE,3300 S ODELL DR,LB336,BPD,NO REPORT NEEDED
B16-28062,7/21/16,11:31 PM,July,Thursday,NOISE,1724 E HILLSIDE DR; BEECHTREE APARTMENTS; APT E,LB317,BPD,NO REPORT NEEDED
B16-27996,7/21/16,1:55 PM,July,Thursday,NOISE,N LINCOLN ST & E 11TH ST,LB213,BPD,NO REPORT NEEDED
B16-27972,7/21/16,11:56 AM,July,Thursday,NOISE,1600 N WILLIS DR; LOT 89,LB513,BPD,NO REPORT NEEDED
B16-27761,7/20/16,1:48 AM,July,Wednesday,NOISE,S ROGERS ST & W 4TH ST,LB408,BPD,NO REPORT NEEDED
